"Data Overhead","Summarization Ratio"
1.58743163332519,7.02064056939502
1.4960666791534,6.22215777262181
1.51345420013087,6.10272536687631
1.51717361585783,6.06641000962464
1.55122880239885,6.18181818181818
1.59296358456709,6.30829015544042
1.63926972547156,6.49543946932007
1.68622685081185,6.67277799920287
1.74726733909618,6.92430124223603
1.82827495746808,7.23751429660694
1.86381138311556,7.39559633027523
1.91759377211607,7.57924662402274
1.9543160524183,7.74724517906336
2.00263420490214,7.97406534186595
2.04302410763092,8.14117261709794
2.08986785740216,8.29974489795918
2.15291915333954,8.57250945775536
2.22407899328429,8.87179487179487
2.25674037275712,9.01863164324985
2.33853394230936,9.36296975252062
2.37197036250094,9.47093889716841
2.40378677230681,9.59527283338197
2.44978790114349,9.79521199884626
2.48775764822083,9.95026996305769
2.52925389157273,10.1289325842697
2.54611000913069,10.2191894127378
2.57925978413219,10.3536452665941
2.62852315514083,10.5462162162162
2.66331433884816,10.7043385109802
2.68707618487167,10.7824367088608
2.71742655903104,10.9005221932115
2.74619917675975,10.9901935483871
2.78727769773978,11.1461222393426
2.80386474275908,11.2265109192484
2.8392477957304,11.4011156186613
2.86360441810625,11.4881850175968
2.89878963434885,11.6434127979925
2.92685701449209,11.7809762202753
2.94060864154541,11.8181367690783
2.98037981744277,11.9885912698413
3.02858390704196,12.1865969108122
3.05996670111379,12.2989562624254
3.08733618188653,12.4159841151651
3.10624394827458,12.518573551263
3.13732700446071,12.5997530864198
3.15194002420036,12.6746246615801
3.16528855170062,12.7193240264511
3.18623071308684,12.8274932614555
3.20363961306062,12.8938875305623
3.22161280885281,12.9860601614087
0.210888845106398,1.16743690010665
0.216509810342901,1.13490295895641
0.223398212873695,1.12308883297852
0.228918301298311,1.11371089249313
0.235809870993205,1.11472715318869
0.242023692652864,1.119012951184
0.249600471853385,1.1288507322704
0.254521676330724,1.13549657185527
0.259402196423626,1.14496756374847
0.264212945787403,1.15970861900098
0.266559408437676,1.16790654422876
0.26888308263537,1.1791442366391
0.272607733184817,1.18985999151464
0.274236748180791,1.19574791192103
0.277527960079689,1.2072238718785
0.27982363174055,1.21680254896448
0.282488130452164,1.22479361212613
0.283727028592843,1.22729046524737
0.286536640443482,1.23599748269352
0.288393181073865,1.24527994791667
0.290152602044814,1.25127113633676
0.291825613241354,1.25946070170063
0.293903975516503,1.26566574770881
0.295994461849212,1.27324271280076
0.298191772309256,1.27836841732228
0.299862363658771,1.28303583783036
0.3024813917767,1.2935620859521
0.304865219329936,1.29987678577375
0.306786469817481,1.30926889958419
0.30914921262822,1.31639418125644
0.31117754026318,1.32369246364875
0.312944703782496,1.33139734582358
0.315127906887519,1.33805593199458
0.317351314810927,1.3456204379562
0.31956638288095,1.35122068406354
0.322451307875119,1.36129128235644
0.325089151222611,1.37004041417151
0.327598514843785,1.37843922692319
0.330339423567926,1.38971571420266
0.333173057478046,1.39807758919293
0.335270268090996,1.40591929794373
0.337695684213141,1.41329570398244
0.340174412918047,1.42242847411444
0.342336432537775,1.43035542747358
0.345272218493274,1.44045640231018
0.348594451447623,1.44967404743172
0.351206496585709,1.45864282310732
0.353565766288501,1.46756189676878
0.355936583396549,1.47813565956495
0.359056528918991,1.4864661024051
0.113674614664491,0.97336227308603
0.126362088200745,0.983050847457627
0.138739051344332,0.989870616275111
0.150986262080558,0.998809618284263
0.162174530905914,1.00815963207477
0.172549764316348,1.01541024573095
0.181579348086641,1.02276581865623
0.189319725847189,1.02888861629048
0.195711109380874,1.03598331208715
0.201686545246613,1.04066907182683
0.206442403173651,1.04604853764779
0.210729588219915,1.05179636291952
0.214686656476633,1.05728529771423
0.217478963781587,1.06067133369234
0.220646703682209,1.06670391541668
0.220435832040857,1.0681071311206
0.22188144602493,1.06995982037343
0.22330871748304,1.07483483939555
0.224962021144695,1.07904761904762
0.226756404567807,1.0815157835201
0.228358921827968,1.08483211379334
0.229622525633621,1.08803551903515
0.231318210906345,1.0911750522424
0.232577472375895,1.0931692538339
0.234653203645002,1.09572753535046
0.236455592165305,1.09981888898786
0.238280820985924,1.10283245875975
0.239819957326529,1.10486223203919
0.241253314427284,1.10795155344918
0.243069642111108,1.11042311661507
0.245386631325013,1.11405941650221
0.247232863587612,1.11767018794726
0.248867584765935,1.12069009980143
0.250753299292113,1.12340349897164
0.252772729412523,1.12633897287016
0.254492562965556,1.1294663802257
0.256279050922293,1.13206121752693
0.258024564350466,1.13510259127252
0.259997367415136,1.1386836963256
0.262096439941488,1.14172485374599
0.26388259853207,1.14483000350508
0.266399652093613,1.14886416318962
0.268415819205002,1.15233036720241
0.270468987598607,1.15573209149432
0.272530905964601,1.15929243678422
0.274353380760215,1.16268115125425
0.276499655143092,1.16558383367685
0.278546998403658,1.16967372153705
0.280725839380387,1.17201534742398
0.282297501460543,1.17555565374928
