"Summarization Ratio","Compression Ratio"
0.97336227308603,308.919521589297
0.983050847457627,284.534389561976
0.989870616275111,260.755868948319
0.998809618284263,241.113697759415
1.00815963207477,225.527702155838
1.01541024573095,213.162701668034
1.02276581865623,203.405957012565
1.02888861629048,195.849657228018
1.03598331208715,189.826612226635
1.04066907182683,184.786479672235
1.04604853764779,180.867737457862
1.05179636291952,177.496860650361
1.05728529771423,174.456939501779
1.06067133369234,172.425071924183
1.06670391541668,170.337241629397
1.0681071311206,170.286939466195
1.06995982037343,169.277409616376
1.07483483939555,168.268925076831
1.07904761904762,167.055536696313
1.0815157835201,165.912959633927
1.08483211379334,164.715006146185
1.08803551903515,163.830257628357
1.0911750522424,162.75707845968
1.0931692538339,161.867285714286
1.09572753535046,161.134321316571
1.09981888898786,160.012067057204
1.10283245875975,158.866351209253
1.10486223203919,157.852983391429
1.10795155344918,156.962902741645
1.11042311661507,155.946047740168
1.11371089249313,166.561753939201
1.11405941650221,154.534817474566
1.11472715318869,162.053450309643
1.11767018794726,153.386650405741
1.119012951184,157.862895493768
1.12069009980143,152.424350507398
1.12308883297852,170.367740823712
1.12340349897164,151.33309224058
1.12633897287016,150.196493645009
1.1288507322704,153.815939157666
1.1294663802257,149.189746392654
1.13206121752693,148.179213398489
1.13490295895641,174.95505092982
1.13510259127252,147.103598251793
1.13549657185527,150.997249955162
1.1386836963256,146.030678441385
1.14172485374599,145.018140495868
1.14483000350508,143.993203110648
1.14496756374847,148.226466958375
1.14886416318962,142.776199507687
1.15233036720241,141.648076462607
1.15573209149432,140.683712570119
1.15929243678422,139.620356423248
1.15970861900098,145.335708630245
1.16268115125425,138.626436893016
1.16558383367685,137.632729159859
1.16743690010665,175.920320747056
1.16790654422876,144.322916148296
1.16967372153705,136.599900852289
1.17201534742398,135.68481407891
1.17555565374928,134.726695233799
1.1791442366391,142.763590153904
1.18985999151464,141.056338028169
1.19574791192103,140.134323935315
1.2072238718785,138.671693548387
1.21680254896448,137.457661057415
1.22479361212613,136.234769797422
1.22729046524737,135.664299593711
1.23599748269352,134.52094365241
1.24527994791667,133.559567376813
1.25127113633676,132.794115794116
1.25946070170063,131.885408430144
1.26566574770881,131.04276925794
1.27324271280076,129.96517469742
1.27836841732228,129.259529287833
1.28303583783036,128.536586681046
1.2935620859521,127.407658367476
1.29987678577375,126.627786032689
1.30926889958419,125.648553352172
1.31639418125644,124.76317140552
1.32369246364875,123.949910254876
1.33139734582358,123.162484169051
1.33805593199458,122.295967222171
1.3456204379562,121.389499141126
1.35122068406354,120.61186301309
1.36129128235644,119.481870041309
1.37004041417151,118.572981934845
1.37843922692319,117.673850330901
1.38971571420266,116.559120667657
1.39807758919293,115.692226695571
1.40591929794373,114.850947514432
1.41329570398244,114.057869576618
1.42242847411444,113.191160331238
1.43035542747358,112.325978746099
1.44045640231018,111.327465821745
1.44967404743172,110.464422089124
1.45864282310732,109.55376633359
1.46756189676878,108.683708871859
1.47813565956495,107.685607278643
1.4864661024051,106.991261698049
6.06641000962464,37.3929874662859
6.10272536687631,37.278083132944
6.18181818181818,37.0355882352941
6.22215777262181,37.2699729654144
6.30829015544042,36.694250513347
6.49543946932007,36.1615497542605
6.67277799920287,35.7122804921754
6.92430124223603,35.029545327129
7.02064056939502,35.4426196269262
7.23751429660694,34.4152970922882
7.39559633027523,34.13794472287
7.57924662402274,33.8263315828957
7.74724517906336,33.5386701040092
7.97406534186595,33.1727983104541
8.14117261709794,32.9240394286864
8.29974489795918,32.7007453511603
8.57250945775536,32.2709252721389
8.87179487179487,31.9128365994643
9.01863164324985,31.7495512581705
9.36296975252062,31.3660956110295
9.47093889716841,31.1656018882769
9.59527283338197,31.0418149195633
9.79521199884626,30.8441107184923
9.95026996305769,30.6576038840497
10.1289325842697,30.4507889847195
10.2191894127378,30.386618103332
10.3536452665941,30.2601681555439
10.5462162162162,30.1052766459086
10.7043385109802,29.9642982236678
10.7824367088608,29.8815760510676
10.9005221932115,29.7591798605955
10.9901935483871,29.7051682438303
11.1461222393426,29.5568739488054
11.2265109192484,29.4806831033703
11.4011156186613,29.3122803896277
11.4881850175968,29.2314223194748
11.6434127979925,29.0952606737214
11.7809762202753,28.9705513651333
11.8181367690783,28.9447775588075
11.9885912698413,28.7868136869544
12.1865969108122,28.6620193388801
12.2989562624254,28.577519144895
12.4159841151651,28.4735127138973
12.518573551263,28.355746785361
12.5997530864198,28.3545826882753
12.6746246615801,28.2516068897217
12.7193240264511,28.2265611460921
12.8274932614555,28.1579972874362
12.8938875305623,28.0989267293689
12.9860601614087,27.9905649717514
